type,description,rate,hsn
goods,Motor vehicles for the transport of goods [other than Refrigerated motor vehicles],28,8704
goods,"Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile workshops, mobile radiological unit)",28,8705
goods,"Chassis fitted with engines, for the motor vehicles of headings 8701 to 8705",28,8706
goods,"Bodies (including cabs), for the motor vehicles of headings 8701 to 8705",28,8707
goods,Parts and accessories of the motor vehicles of headings 8701 to 8705 [other than specified parts of tractors],28,8708
goods,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles",28,8709
goods,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles",28,8710
goods,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars",28,8711
goods,Parts and accessories of vehicles of headings 8711 and 8713,28,8714
goods,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof [other than Self-loading or self-unloading trailers for agricultural purposes, and Hand propelled vehicles (e.g. hand carts, rickshaws and the like); animal drawn vehicles]",28,8716
goods,Aircrafts for personal use,28,8802
goods,Yachts and other vessels for pleasure or sports; rowing boats and canoes,28,8903
goods,Goggles,28,9004
goods,"Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy",28,9005
goods,Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading 8539,28,9006
goods,"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus",28,9007
goods,"Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers",28,9008
goods,"Apparatus and equipment for photographic (including cinematographic) laboratories, not specified or included elsewhere in this Chapter; negatoscopes; projection screens",28,9010
goods,"Compound optical microscopes, including those for photomicrography cinephotomicrography or microprojection",28,9011
goods,Microscopes other than optical microscopes; diffraction apparatus,28,9012
goods,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this Chapter",28,9013
goods,Direction finding compasses; other navigational instruments and appliances,28,9014
goods,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders",28,9015
goods,"Electric or electronic balances of a sensitivity of 5 cg or better, with or without weights",28,9016
goods,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, for \ including radiography or radiotherapy apparatus, X-ray tubes and other X-ray generators, high tension generators, control panels and desks, screens, examinations or treatment tables, chairs and the light",28,9022
goods,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses",28,9023
goods,"Wrist-watches, pocket-watches and other watches, including stop-watches, with case of precious metal or of metal clad with precious metal",28,9101
goods,"Wrist-watches, pocket-watches and other watches, including stop watches, other than those of heading 9101",28,9102
goods,"Instrument panel clocks and clocks of a similar type   for vehicles, aircraft, spacecraft or vessels",28,9104
goods,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor (for example, time registers, time-recorders)",28,9106
goods,Time switches with clock or watch movement or with synchronous motor,28,9107
goods,"Watch movements, complete and assembled",28,9108
goods,"Complete watch movements, unassembled or partly assembled (movement sets); incomplete watch movements, assembled; rough watch movements",28,9110
goods,Watch cases and parts thereof,28,9111
goods,"Cases for other than clocks, and parts thereof",28,9112
goods,"Watch straps, watch bands and watch bracelets, and parts thereof",28,9113
goods,Other watch parts,28,9114
goods,"Pianos, including automatic pianos; harpsi-chords and other keyboard stringed instruments",28,9201
goods,"Other string musical instruments (for example, guitars, violins, harps)",28,9202
goods,"Wind musical instruments (for example, keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street organs",28,9205
goods,"Percussion musical instruments (for example, drums, xylophones, cymbols, castanets, maracas)",28,9206 00 00
goods,"Musical instruments, the sound of which is produced, or must be amplified, electrically (for example, organs, guitars, accordions)",28,9207
goods,"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical saws and other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles, call horns and other mouth-blown sound signalling instruments",28,9208
goods,"Parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments) of musical instruments; metronomes, tuning forks and pitch pipes of all kinds",28,9209
goods,"Revolvers and pistols, other than those of heading 9303 or 9304",28,9302
goods,"Seats (other than those of heading 9402), whether or not convertible into beds, and parts thereof",28,9401
goods,Other furniture [other than bamboo furniture] and parts thereof,28,9403
goods,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered",28,9404
goods,"Lamps and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included",28,9405
goods,Video games consoles and Machines,28,9504
goods,"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes",28,9505
